32,1,3,1,1,1,7,4
0,32,7,3,1,0,2,5
1,7,30,0,0,1,3,8
3,6,1,25,11,1,1,2
2,6,3,8,22,4,2,3
5,0,5,1,2,30,4,3
3,1,2,1,5,9,26,3
2,6,9,1,0,6,0,26
